1;764;185
2;754;185
3;789;148
4;789;140
5;760;204
6;787;210
7;798;211
8;787;199
9;787;219
10;772;215
11;786;234
12;718;184
13;720;165
14;677;176
15;675;164
16;653;182
17;654;192
18;680;189
19;652;176
20;715;154
21;716;157
22;704;120
23;773;133
24;769;149
25;774;138
26;681;152
27;658;212
28;686;216
29;678;140
30;761;175
31;766;164
32;753;195
33;745;202
34;684;212
35;688;214
36;640;149
37;814;120
38;812;162
39;582;75
40;563;87
41;563;88
42;575;99
43;590;94
44;593;89
45;496;74
46;521;216
47;532;222
48;558;239
49;563;242
50;566;243
51;570;246
52;581;249
53;587;250
54;593;250
55;598;250
56;606;249
57;607;249
58;624;249
59;628;249
60;632;251
61;670;263
62;674;265
63;679;269
64;686;276
65;689;278
66;705;288
67;706;289
68;732;301
69;734;301
70;565;82
71;567;79
72;570;97
73;583;98
74;593;90
75;593;84
76;588;77
77;800;28
78;647;255
79;536;36
80;633;63
81;797;40
82;786;85
83;781;94
84;802;0
85;800;25
86;602;155
87;583;154
88;560;153
89;615;156
90;634;150
91;638;149
92;605;123
93;639;207
94;626;201
95;624;200
96;618;176
97;617;174
98;619;166
99;689;233
100;719;229
101;631;195
102;770;235
103;815;77
104;791;103
105;745;240
106;766;233
107;723;247
108;763;274
109;574;102
110;571;109
111;569;115
112;558;125
113;571;115
114;572;115
115;573;116
116;558;129
117;555;128
118;638;97
119;681;104
120;699;107
121;592;92
122;580;121
123;599;115
124;583;122
125;581;122
126;582;124
127;582;125
128;567;117
129;697;203
130;699;202
131;711;203
132;712;203
133;714;209
134;727;218
135;736;219
136;737;219
137;794;250
138;792;247
139;638;73
140;680;116
141;702;120
142;794;53
143;797;96
144;689;73
145;692;78
146;661;58
147;647;70
148;652;68
149;631;95
150;647;179
151;638;208
152;643;239
153;641;237
154;636;238
155;635;237
156;632;222
157;632;218
158;591;243
159;763;231
160;755;226
161;768;214
162;772;242
163;770;236
164;770;243
165;589;242
166;593;243
167;690;213
168;695;211
169;749;219
170;711;208
171;741;206
172;684;216
173;580;165
174;580;166
175;757;241
176;771;238
177;766;248
178;752;259
179;750;263
180;747;267
181;746;268
182;744;269
183;741;271
184;738;271
185;736;272
186;733;272
187;729;271
188;725;270
189;723;269
190;722;296
191;576;172
192;604;159
193;595;162
194;582;166
195;653;113
196;729;248
197;559;113
198;564;121
199;564;92
200;608;199
201;597;189
202;585;171
203;581;169
204;595;183
205;606;128
206;644;115
207;630;116
208;680;111
209;701;116
210;593;117
211;583;103
212;597;141
213;606;130
214;582;129
215;583;140
216;583;145
217;624;115
218;624;116
219;627;119
220;622;122
221;621;123
222;621;127
223;624;139
224;563;69
225;528;44
226;748;168
227;721;195
228;714;210
229;768;69
230;764;71
231;755;183
232;749;171
233;750;209
234;753;203
235;805;76
236;802;5
237;724;111
238;634;65
239;636;66
240;593;210
241;601;209
242;603;208
243;603;202
244;579;168
245;623;199
246;617;200
247;622;200
248;580;234
249;579;231
250;621;59
251;618;60
252;608;65
253;606;65
254;604;65
255;585;62
256;687;71
257;678;74
258;670;75
259;664;75
260;660;74
261;656;72
262;651;69
263;660;78
264;653;75
265;642;69
266;645;71
267;761;109
268;749;103
269;730;97
270;721;95
271;719;94
272;696;88
273;687;83
274;665;79
275;662;79
276;683;82
277;678;80
278;675;80
279;826;140
280;814;140
281;813;140
282;801;140
283;801;141
284;813;141
285;719;195
286;650;113
287;675;103
288;769;91
289;764;90
290;764;86
291;765;90
292;767;85
293;768;81
294;768;77
295;769;74
296;772;84
297;773;80
298;788;78
299;785;77
300;774;73
301;773;79
302;779;74
303;774;75
304;779;76
305;676;53
306;678;53
307;693;54
308;700;55
309;702;56
310;704;57
311;707;59
312;710;60
313;713;61
314;715;62
315;716;67
316;718;69
317;724;72
318;726;63
319;722;93
320;727;90
321;728;86
322;729;83
323;729;79
324;727;74
325;726;72
326;726;59
327;777;44
328;776;46
329;775;48
330;775;50
331;776;53
332;776;55
333;776;58
334;775;60
335;774;61
336;772;64
337;768;66
338;765;69
339;764;71
340;764;73
341;763;75
342;762;80
343;761;83
344;761;86
345;761;89
346;761;92
347;763;98
348;764;98
349;768;100
350;776;103
351;760;70
352;757;70
353;755;70
354;754;70
355;751;72
356;749;72
357;745;71
358;742;71
359;739;69
360;736;63
361;736;59
362;738;55
363;739;52
364;741;50
365;742;45
366;744;38
367;661;86
368;644;113
369;646;111
370;648;110
371;650;110
372;652;109
373;655;110
374;657;111
375;658;113
376;644;117
377;643;122
378;643;123
379;655;150
380;638;116
381;636;116
382;633;112
383;630;110
384;630;108
385;631;104
386;631;103
387;672;110
388;673;111
389;676;113
390;678;115
391;673;109
392;715;98
393;718;96
394;720;96
395;739;102
396;548;50
397;717;106
398;715;101
399;714;99
400;765;100
401;762;104
402;751;99
403;754;95
404;760;98
405;757;101
406;633;65
407;633;68
408;634;70
409;635;71
410;643;76
411;655;83
412;670;92
413;677;95
414;679;96
415;680;97
416;681;99
417;681;100
418;783;103
419;783;101
420;785;91
421;789;101
422;781;99
423;790;114
424;794;114
425;803;112
426;770;222
427;743;241
428;746;247
429;746;268
430;745;251
431;750;247
432;754;247
433;761;246
434;741;266
