1;1485;523
2;1471;494
3;1474;502
4;1443;405
5;1625;439
6;1382;490
7;1372;458
8;1273;480
9;1119;285
10;1068;315
11;1068;318
12;1098;347
13;1139;336
14;1147;321
15;623;237
16;686;247
17;889;281
18;731;258
19;1072;304
20;642;237
21;842;100
22;1078;295
23;1085;343
24;1120;346
25;1147;324
26;1148;309
27;1133;290
28;928;127
29;977;158
30;965;143
31;960;140
32;950;134
33;959;126
34;909;153
35;885;165
36;913;150
37;1174;94
38;1837;177
39;1759;167
40;1697;160
41;1649;153
42;1383;120
43;585;300
44;578;326
45;581;319
46;583;305
47;1195;29
48;996;182
49;1108;130
50;1162;133
51;1249;138
52;1297;145
53;1319;151
54;1341;155
55;1378;159
56;1253;252
57;1521;171
58;557;433
59;920;496
60;888;495
61;878;493
62;626;428
63;1120;494
64;1059;490
65;1206;499
66;1257;484
67;1268;481
68;1179;412
69;1015;448
70;1012;451
71;1005;461
72;999;484
73;993;491
74;1096;357
75;1090;376
76;1083;390
77;1055;418
78;1090;390
79;1092;392
80;1094;394
81;1056;428
82;1045;426
83;1267;343
84;1381;361
85;1428;369
86;1143;331
87;1112;406
88;1163;391
89;1121;408
90;1116;408
91;1118;413
92;1119;417
93;1079;396
94;1265;280
95;1377;393
96;1437;404
97;1360;240
98;1402;279
99;1409;293
100;1371;205
101;1386;198
102;1327;240
103;1292;271
104;1303;266
105;1247;338
106;1306;385
107;713;316
108;785;328
109;798;332
110;810;338
111;824;344
112;853;352
113;791;473
114;743;462
115;835;387
116;700;359
117;672;442
118;589;322
119;690;340
120;706;337
121;702;351
122;690;342
123;1056;386
124;1070;406
125;1071;330
126;1182;426
127;1283;392
128;1246;394
129;1379;381
130;1434;395
131;1148;395
132;1120;358
133;1158;458
134;1183;429
135;1119;428
136;1120;456
137;1122;470
138;1231;391
139;1230;394
140;1237;400
141;1224;408
142;1220;413
143;1220;422
144;1229;453
145;1067;270
146;976;202
147;976;299
148;946;459
149;984;488
150;1888;184
151;1185;61
152;988;114
153;947;128
154;960;134
155;825;190
156;840;203
157;881;246
158;739;121
159;784;158
160;690;245
161;885;256
162;942;232
163;905;191
164;950;170
165;934;178
166;849;285
167;1247;104
168;1301;111
169;1594;147
170;1496;381
171;1049;170
172;1060;179
173;1068;196
174;1106;226
175;1216;242
176;1226;245
177;1257;259
178;1262;261
179;740;376
180;720;291
181;769;325
182;818;342
183;812;432
184;823;410
185;871;316
186;799;357
187;785;367
188;774;375
189;767;349
190;840;311
191;732;416
192;738;392
193;1251;187
194;1150;171
195;795;354
196;789;352
197;783;350
198;777;349
199;764;350
200;758;353
201;753;355
202;748;361
203;745;366
204;737;417
205;766;336
206;750;333
207;744;336
208;738;339
209;733;343
210;726;349
211;721;358
212;718;363
213;753;322
214;843;372
215;873;380
216;1003;468
217;955;459
218;972;455
219;979;462
220;991;466
221;1151;171
222;1222;242
223;1221;241
224;1211;237
225;1195;233
226;1193;232
227;1192;230
228;1204;180
229;1254;246
230;1251;246
231;1213;245
232;1187;257
233;1183;258
234;1175;258
235;1126;249
236;1397;273
237;1373;282
238;1350;285
239;1335;284
240;1324;281
241;1315;278
242;1301;268
243;868;228
244;664;78
245;1326;293
246;1307;285
247;1278;268
248;1285;273
249;1511;344
250;1487;337
251;1481;336
252;1421;318
253;1396;306
254;1339;295
255;1332;294
256;1386;302
257;1374;299
258;1366;298
259;1299;386
260;1365;359
261;1262;121
262;1259;127
263;1253;137
264;1294;174
265;1251;164
266;1297;180
267;1324;163
268;1366;233
269;1363;233
270;1350;234
271;1348;238
272;1364;240
273;1258;214
274;1267;210
275;1267;195
276;1269;192
277;1277;192
278;1280;192
279;1288;203
280;1289;210
281;1290;216
282;1406;161
283;1403;165
284;1391;178
285;1388;182
286;1384;195
287;1368;225
288;1373;226
289;1412;228
290;1430;232
291;1436;235
292;1442;238
293;1449;242
294;1458;244
295;1466;247
296;1471;250
297;1474;263
298;1478;267
299;1495;278
300;1500;252
301;1489;333
302;1502;323
303;1506;315
304;1508;305
305;1509;296
306;1503;281
307;1527;138
308;1500;243
309;1514;207
310;1457;165
311;1458;188
312;1458;194
313;1457;201
314;1457;207
315;1453;212
316;1451;216
317;1414;203
318;1408;201
319;1401;201
320;1395;201
321;1390;201
322;1387;200
323;1384;199
324;1474;218
325;1370;212
326;1384;214
327;1400;216
328;1432;221
329;1438;221
330;1442;220
331;1438;232
332;1451;231
333;1453;229
334;1458;228
335;1461;226
336;1469;224
337;1474;223
338;1477;205
339;1662;155
340;1560;142
341;1489;133
342;1504;47
343;1455;129
344;1492;115
345;1461;90
346;1473;3
347;1398;122
348;1401;106
349;1409;89
350;1390;75
351;1392;61
352;1386;102
353;1368;237
354;1328;228
355;1320;222
356;1309;202
357;1301;188
358;1285;155
359;1291;219
360;1290;220
361;1288;223
362;1511;0
363;1375;176
364;1327;314
365;1284;386
366;1288;381
367;1294;378
368;1299;376
369;1304;376
370;1312;378
371;1317;380
372;1321;385
373;1282;397
374;1279;408
375;1279;412
376;1312;483
377;1266;394
378;1262;394
379;1254;383
380;1247;378
381;1246;371
382;1249;360
383;1248;359
384;1356;377
385;1360;379
386;1368;386
387;1373;390
388;1360;374
389;1472;346
390;1480;340
391;1485;341
392;1413;105
393;1411;124
394;1427;107
395;1424;126
396;1358;132
397;1334;140
398;1289;153
399;1097;136
400;1137;176
401;1027;218
402;1146;177
403;1136;179
404;1126;180
405;1119;179
406;1108;177
407;1105;177
408;1102;183
409;1095;188
410;1143;184
411;1017;131
412;1107;217
413;1475;366
414;1471;354
415;1469;349
416;1248;118
417;1253;232
418;1254;249
419;1253;258
420;1254;265
421;1255;270
422;1259;275
423;1281;288
424;1311;305
425;1352;328
426;1370;337
427;1375;340
428;1379;344
429;1381;347
430;1381;352
431;733;427
432;723;425
433;727;415
434;770;347
435;695;513
436;694;448
437;693;454
438;693;467
439;694;487
440;694;508
441;696;523
442;833;482
443;831;496
444;830;509
445;827;522
446;823;535
447;933;495
448;819;550
449;820;556
450;555;433
451;685;270
452;678;271
453;672;273
454;675;275
455;677;279
456;694;345
457;696;345
458;698;342
459;695;340
460;630;412
461;628;407
462;629;402
463;633;356
464;643;334
465;652;265
466;669;337
467;664;332
468;663;326
469;665;322
470;671;318
471;677;316
472;682;312
473;686;306
474;691;298
475;693;293
476;696;285
477;698;280
478;695;271
479;690;270
480;679;276
481;675;282
482;672;288
483;665;309
484;665;314
485;663;318
486;661;322
487;658;326
488;652;331
489;644;332
490;669;316
491;673;316
492;660;273
493;668;273
494;638;338
495;943;493
496;636;333
497;632;215
498;626;206
499;633;178
500;644;141
501;565;129
502;732;205
503;708;192
504;696;205
505;805;173
506;1040;123
507;1047;133
508;1052;131
509;1045;121
510;812;142
511;828;158
512;1143;190
513;1149;176
514;970;120
515;941;104
516;971;119
517;998;107
518;978;123
519;975;123
520;770;349
521;1498;82
522;1139;178
523;1401;104
524;1462;79
525;757;422
526;766;398
527;744;368
528;926;124
529;963;127
530;928;145
531;952;128
532;959;132
533;960;129
534;1247;340
535;1203;488
536;829;570
537;1251;341
538;1367;238
539;1370;244
540;727;251
541;1308;376
542;1455;352
543;1137;230
544;1241;358
545;929;482
546;937;472
547;939;481
548;928;473
549;954;331
550;922;325
551;893;340
552;948;330
553;903;322
554;992;315
555;1046;158
556;1364;233
557;957;138
558;948;137
559;1358;157
560;1031;165
561;1465;61
562;954;130
563;1186;56
564;944;138
565;1316;235
566;1364;284
567;1308;274
568;630;238
569;891;279
570;832;210
571;836;200
572;983;229
573;811;265
574;957;232
575;985;252
576;917;149
577;920;241
578;987;229
579;945;232
580;991;231
581;904;153
582;826;106
583;947;123
584;965;137
585;970;126
586;904;152
587;919;120
588;969;125
589;898;148
590;963;138
591;969;127
592;962;121
593;903;150
594;824;103
595;900;148
596;610;136
597;962;131
598;955;123
